date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:22	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:23%20GMT	https://maclift.com.vn/thang-may-maclift/delecweb.com	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/delecweb.com	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:22	71743/71743	---M--	200	added ('OK')	image/jpeg	etag:%221183f-5e72f24f-3ed1dfc;;;%22	https://maclift.com.vn/images/products/2020/03/19/large/vai-tro-thang-may_1584591438.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/products/2020/03/19/large/vai-tro-thang-may_1584591438.jpg	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:22	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:24%20GMT	https://maclift.com.vn/thang-may-maclift/owl.video.play.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/owl.video.play.png	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:23	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:24%20GMT	https://maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.eot	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.eot	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:23	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:24%20GMT	https://maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.eot?	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thind41d.eot	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:23	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:24%20GMT	https://maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.woff	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.woff	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:23	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:24%20GMT	https://maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.ttf	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.ttf	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:24	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:25%20GMT	https://maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.svg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/fonts/magictoolbox-thin.svg	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:25	129456/129456	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:25%20GMT	https://maclift.com.vn/thang-may-maclift-pc21.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift-pc21.html	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:25	235652/235652	---M--	200	added ('OK')	image/jpeg	etag:%2239884-5e72f24e-41073394;;;%22	https://maclift.com.vn/images/products/2020/03/19/original/vai-tro-thang-may_1584591438.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/products/2020/03/19/original/vai-tro-thang-may_1584591438.jpg	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:25	5368/5368	---M--	200	added ('OK')	image/jpeg	etag:%2214f8-5e72f24f-c1ce4bba;;;%22	https://maclift.com.vn/images/products/2020/03/19/small/vai-tro-thang-may_1584591438.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/products/2020/03/19/small/vai-tro-thang-may_1584591438.jpg	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:25	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:26%20GMT	https://maclift.com.vn/thang-may-maclift/hhh	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/hhh	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:25	316803/316803	---M-Z	200	added ('OK')	application/x-javascript	etag:%224d583-6805f0fb-4b465307;gz%22	https://maclift.com.vn/cache/js/d9eb4c399859acb8c9a1794def3c1743.js?20250421142112	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/cache/js/d9eb4c399859acb8c9a1794def3c17431e2c.js	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
14:21:26	64240/64240	---M--	200	added ('OK')	text/javascript	etag:%2243cfb061bc5ea6c2%22	https://apis.google.com/js/platform.js	C:/My%20Web%20Sites/web_MMM/apis.google.com/js/platform.js	(from https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html)
